tweet_id	tweet_text	target	hs	aggressiveness	offensiveness	irony	stereotype	intensity
791163854680195072	@gasparripdl Le naviFrontex fanno a gara a chi sbarca più profughi:la costante è che li sbarcano solo danoi.Perché permettiamo tutto questo?		no	no	no	no	no	0
816664192308695040	Cona, la manager della cooperativa ai migranti: 'Siete dei macachi'  https://t.co/E8MWQ3xGOj via @repubblicait		yes	weak	weak	no	yes	2
817003937211543553	A chi si vanta di non fare beneficenza: se sentite freddo voi, immaginate i terremotati. I migranti. I senzatetto. E fate qualcosa pure voi.		no	no	no	no	no	0
817787914130178048	@matteosalvinimi Stai bene vestito così. Se ti accettano come immigrato resta in Russia.		no	no	no	no	no	0
807505002327633920	Ue, l'80% degli arrivi dei migranti in Italia sono irregolari https://t.co/ZnMN8fOOvD		no	no	no	no	no	0
791932720284741632	Padoan risponde all'UE: scostamento per sisma e migranti. Il testo della lettera https://t.co/ENlV0TaL83		no	no	no	no	no	0
829285051133202434	@matteosalvinimi immigrati che non si integrano ma usufruiscono di tutti i ns.servizi pubblici. Comodo eh?!? Basta,prima gli italiani!		yes	weak	weak	no	no	2
824649054411956225	Quel profugo suicida nel Canal Grande che interroga le nostre coscienze https://t.co/fv0bHtEzPt via @VITAnonprofit		no	no	no	no	no	0
821387076570595328	#UE chiede manovra aggiuntiva pari allo 0,2% del #PIL guarda caso quanto preventivato x i #migranti nel 2017 #noPD https://t.co/TWlUIXtPg0		no	no	no	no	no	0
846731789162962944	Verona: 8 profughi in ospedale dopo abbuffata: Otto cosiddetti profughi ospitati in un… https://t.co/LmIRo9kgUe		no	no	no	no	no	0
817284404217253890	Accoglienza alla prova: arrivi di profughi senza fine https://t.co/LTeslBWOwL BASTAAA! #rimpatriosubito o tutti alloggiati nelle case dei pd		no	no	no	no	no	0
839754366928175106	@lega_nord @hele_fr @ilpopulista_it oramai è palese la volontà di traghettare in italia quanti più immigrati irregolari possibili per lecoop		no	no	no	no	no	0
843814057102794753	In Veneto i sindaci si sono rotti le palle. “Via tutti gli immigrati dal nostro territorio entro 20 giorni” https://t.co/yUgo5PiyAT		yes	weak	weak	no	no	1
790447979899609088	Perché sono vergognosi i minuetti di Bruxelles contro l'Italia sulle spese per i migranti - Di Federico Pirro https://t.co/pSWQ2EfZpU		no	no	no	no	no	0
836863054893694976	Manfellotto s'indigna Secondo lui anche la statistica e razzista perche conferma che gli stranieri rubano di più… https://t.co/b3lda5pADH		yes	no	no	no	no	1
789842612723351552	Corso gratuito di rafforzamento della lingua italiana per donne straniere | Cesvol Perugia, al servizio della... https://t.co/NuUIMHP1y5		no	no	no	no	no	0
856019237399343104	@CesareSacchetti Quando noi italiani siamo stati profughi siamo andati a lavorare. Non a fare i parassiti nelle case di chi ci accoglieva!		no	no	weak	no	no	0
782262499097899008	Milano, un anno di invasione. Così il Pd ha fallito sui migranti - IlGiornale.it https://t.co/l2dAkCkcde via @ilgiornale		no	no	no	no	no	0
854427382039683072	Floris presentatore senza spina dorsale dovresti PARLARE, INDAGARE,DENUNCIARE tutto il giorno degli immigrati iniettati in Italia #dimartedì		no	no	no	no	no	0
820188416193216512	Giornata #migrante e #rifugiato: Chiesa in prima fila per l'integrazione dei #minori. Amicizia, scuola e dialogo… https://t.co/t4G8iTC4x4		no	no	no	no	no	0
817053928881868800	Stop ai barconi di migranti. L’Italia cerca l’accordo in Libia  -  https://t.co/hGQL7DWYn2		no	no	no	no	no	0
836605146276704256	@matteosalvinimi sentendo salvini gli italiani sono onesti e tutti bravi cittadini e la crminalità arriva solo da immigrati e zingari		no	no	no	no	no	0
856404457185320960	Gabriele Del Grande è libero,migliaia di migranti no. Della prima vicenda i contorni non sono chiari, per la... https://t.co/sTUjNc7lnZ		no	no	no	no	no	0
786597765207957505	TTG Rimini allo Stand della Puglia  tutti gli operatori pugliesi al lavoro molti i contatti con i buyers italiani e stranieri		no	no	no	no	no	0
844585538745184257	@pierino5861 @cimedira beh, certo, non ci voleva sto aneddoto per capire fossero a favore di immigrazione e radical… https://t.co/1qjLKRoRaj		no	no	no	no	no	0
855884495593066496	@MarilenaAll E sarà sempre peggio. L'immigrazione serve anche a questo. Per risolvere tutti i problemi basta estirp… https://t.co/V9xRnqlK10		no	no	no	no	no	0
854866856653488129	#Politica #Notizie : La Casa Bianca: più impegno della Nato sui flussi dei migranti : «Ci… https://t.co/KnRKyIfsK2		no	no	no	no	no	0
821476087058276352	Nigeria, bombe su un campo profughi: oltre 100 morti, uccisi sei operatori della Croce rossa https://t.co/T6qZOZXtGT		no	no	no	no	no	0
817371427103997952	niente profughi alla ex base di Ca' Bianca. Se arriveranno in strutture private, saranno impegnati in lavori utili. https://t.co/eKaUMnkFOE		no	no	no	no	no	0
783246539380621313	Siamo tutti sulla stessa #barca. #profughi #immigrazione #homeless #refugeeswelcome https://t.co/XrUjdVVIcD		no	no	no	no	no	0
845176037621194752	Ventimiglia: distribuiscono pasti ai migranti in via Tenda, denunciati tre francesi della Valle Roya https://t.co/2IwtjUo5II		no	no	no	no	no	0
814504954618642433	#Garfagnana Cooperative alla canna del gas… sei mesi di arretrati per la gestione dei profughi di #AndreaCosimini https://t.co/Ou5Uo8unue		no	no	no	no	no	0
798905949226434560	«Fanno la fila davanti alla questura come fossero migranti in attesa del permesso di soggiorno e invece sono i... https://t.co/rrTrhgQ4am		no	no	no	no	no	0
782640553980747776	In Ungheria non si raggiunge il quorum anti-immigrati: grazie ungheresi!! Una lezione di civiltà per tutta l'Europa. #Ungheria		no	no	no	no	no	0
804416381819097088	#dallavostraparte non è colpa dei profughi bhe ha detto una cosa giusta la colpa e del fatto che san che vengon qua e hanno tutto gratis		no	no	weak	no	yes	0
810807724942520320	Los Angeles,caricatura di Trump alla Giornata dei migranti https://t.co/imRM8Iouoy		no	no	no	no	no	0
814055803208482816	@Corriere grande balla NOn  profughi ma tanti clandestini poveri diavoli ma anche tanti potenziali futuri criminali che dovremo mantenere		yes	no	no	no	no	1
838830113798164480	L’Onu: "Nel 2050 in l’Italia 40 milioni di immigrati" https://t.co/6MWTvLiekq		no	no	no	no	no	0
806014685627744256	ROMA :: 06/12/2016 :: Sono 231 i migranti tratti in salvo nella giornata di ieri nel Mediterraneo Centrale, in 4... https://t.co/hqjWhFSxYv		no	no	no	no	no	0
808083782163165184	@GiuseppePalma78 doveva anche dire "cedere sovranità agli immigrati, clandestini compresi" Forse era sottinteso....		no	no	no	no	no	0
783200295144882176	@Carloalvino Carletto devi denunciare che stanno facendo di tutto per allontanarci dal nostro mister. Giornalai sia Napoletani che stranieri		no	no	no	no	no	0
792028529517064192	@repubblicait la politica di accogliere tutti e assurda e suicida sono milioni di finti profughi futuri criminali sono pericolosi per ue		no	no	no	no	no	0
801341227169882113	@Marco_Bonet tutti i giorni si dovrebbe scrivere su immigraxione perché è l'argomento più importante per trovere soluzioni! Perché non sifa?		no	no	no	no	no	0
848422077820489728	@repubblica per caso son stati rumeni o albanesi?? noooo daaaiiiii sgli stranieri in italia son brava genteeee		yes	no	no	yes	no	1
817674660976459777	@mc_Rorschach88 @LaFrancaEffe Cercano di rovesciare la frittata, profughi, presunti/veri, sono solo 1 risorsa della mafia e politici collusi		no	no	no	no	no	0
788430143639416833	quando hai voti più alti delle lingue straniere che della tua  #seiallinguistico		no	no	no	no	no	0
833578268200730624	#migranti Molto giovani. Fuggono per migliorare vita, come tutti. Eliminare disparità tra paesi ricchi e poveri https://t.co/7POxByDQZO		no	no	no	no	no	0
846074524437237760	@serebellardinel e diciamo anche: quando era al governo per ogni immigrato o profugo,il suo governo elargiva 50 euro, per non dimenticare..		no	no	no	no	no	0
790086798244515840	4 miliardi e 600milioni per i migranti, ma in questi non sono mica conteggiati i costi della sanità pubblica, dove hanno tutto gratis...loro		no	no	no	no	no	0
792028883436666880	#Minori #stranieri, #Zampa: certa che anche al #Senato su #legge si farà presto https://t.co/w9wiVrP9lH		no	no	no	no	no	0
786483158032211968	Da leggere reportage su minori migranti non accompagnati di @NiccoloZancan su @LaStampa. Italia sarà primo paese in #UE a darsi una legge		no	no	no	no	no	0
835554118060158982	Qual è il paese straniero più adatto alla tua personalità? https://t.co/yXPmTcHqzF		no	no	no	no	no	0
820966286255648768	Provvedimento nuovi sull'immigrazione: mah aspettiamo e vediamo ma sulla difesa della nostra identità e tradizione il governo cosa dice?		no	no	no	no	no	0
793476671269662720	#GenerationE: Il dossier sui giovani #migranti dell'Europa del Sud è online anche in tedesco e in francese… https://t.co/5ywPb4BZUJ		no	no	no	no	no	0
798894443768201216	@TataRosiePosie cerco di essere gentile perchè ho fatto quel lavoro ed è orribile ma chiamano stranieri che non parlano italiano @VodafoneIT		no	no	no	no	no	0
802016545950011400	Lite tra extracomunitari via Imbonati Milano, chi è pro e chi è contro l’immigrazione https://t.co/QODycL90iQ https://t.co/Y11d3hh1UW		no	no	no	no	no	0
856396721097715712	@agorarai Macron è un europeista pro immigrazione e pro euro. Marine Le Pen tutto l'opposto		no	no	no	no	no	0
791597297176018944	Profughi, Milano non ce la fa: le lunghe notti dei migranti sotto i ponti (La Repubblica) https://t.co/duzARZ2EaS https://t.co/N1WapNqQTY		no	no	no	no	no	0
850071128861048832	ridicolo servizietto a #piazzapulita che vorrebbe dimostrare che i #migranti sono tutti rifugiati oggetto di razzismo e i poliziotti merde.		yes	no	no	no	no	1
820956245242904576	@SkyTG24 ma andate a fanculo e iniziate a farvi anche voi carico dei problemi dei migranti ma seriamente!! Rompete solo il cazzo		yes	weak	weak	no	no	1
793145805502898176	PORTO EMPEDOCLE: Operazioni di sbarco di 223 migranti e 3 salme dalla nave della Marina Militare  “BORSINI” https://t.co/pDW3Nk0iBq		no	no	no	no	no	0
822816333020758018	Roma, no a centro prima accoglienza migranti. Protesta davanti a Ferrhotel: "Prima gli ita… https://t.co/118F6vDLHO https://t.co/Lh8fM7fnDt		no	no	no	no	no	0
788036933578391553	Povertà, Mollicone: Guerra tra disperati. Nel Sud, più italiani senza niente che immigrati… https://t.co/qtocT8CWcb https://t.co/t2NRM67RLQ		no	no	no	no	no	0
824302765388300288	https://t.co/Nnlz9jPPal #siria #califfato #Italia Sono l’italiano, Non italiano. Sono l’immigrato, Non immigrato.… https://t.co/NOkwt4FnRF		no	no	no	no	no	0
799149861128048640	Attentato incendiario alla casa per i profughi a Lavarone: indagini a tutto campo https://t.co/L1D17nyNjL		no	no	no	no	no	0
853722071947505666	Papa Francesco alla veglia di Pasqua: ingiustizie, tratta e migranti riflettono la morte di Gesu' https://t.co/gpQdFDjoHk		no	no	no	no	no	0
837055662353969156	dottorgiustizia: RT dottorgiustizia: #migranti La #solidarietà è un dovere morale e costituzionale. #Rispetto  per chi rischia la vita per …		no	no	no	no	no	0
820964238218895361	@serebellardinel Roma e migranti non parlano d'altro un po' tendenziosi come tutti i tg		no	no	no	no	no	0
809398936955973632	30 immigrati irrompono nel market e divorano tutto. Poi si giustificano così https://t.co/g7kQuX3N7q		no	no	no	no	no	0
816798938275737604	matteosalvinimi: Per Campana del PD bisogna accogliere e distribuire immigrati in Italia..... Per mandare i vostri… https://t.co/50m59EyUq0		no	no	no	no	no	0
784616126819041280	Il giro di vite di Berlino: tagli al welfare per stranieri, sussidi solo dopo 5 anni: Prima ... https://t.co/G2V8z93Sot #TheArkOfTwitter		no	no	no	no	no	0
807933370525159425	@severino_nappi @N_DeGirolamo @FI_Campania @armandocesaro @forza_italia @mara_carfagna i profughi clandestini stanno festeggiando in Italia		no	no	no	no	no	0
788388092713504768	#ilFatto: "Calais, interprete della Tv francese: “Stuprata da un migrante”. Intanto i giudici autorizzano sgombero… https://t.co/REXnQWdgTj"		no	no	no	no	no	0
855906162688045057	Folle idea a Nuoro: un migrante per ogni casa. Rabbia e proteste - Il Secolo d'Italia https://t.co/wo9kk6YA07 #Nuoro #news		no	no	no	no	no	0
824940687611281410	Roma, Rimini e Bolzano le province “salvate” dai migranti https://t.co/kFwd7SSgHz https://t.co/d6kK57uew4		no	no	no	no	no	0
828523299089108997	La vendetta di Saviano contro l'Italia che non lo santifica. Riempire il Sud di migranti...che non saran mafiosi ma… https://t.co/newS25lJPv		no	no	weak	no	no	0
840515220648939526	LN Padania: I profughi della Montello in protesta. Salvini: "Non scappano dalla guerra" https://t.co/wO8TGaLpQk		no	no	no	no	no	0
802540435885461504	@straniero1946 @repubblicait non sanno nemmeno come fare una riforma e pretendono di modificare la Costituzione		no	no	no	no	no	0
807978639757148160	Dare più peso in classe alla lingua materna degli immigrati https://t.co/pqQE7rcEH0		no	no	no	no	no	0
830490231153491968	"Il loro stile di vita sarà presto il nostro" Laura Boldrini   https://t.co/lvFZCCWjlO  #stopinvasione #risorse #profughiuncazzo		no	weak	weak	no	no	0
847005257922162688	Poi sei alla stazione, e un immigrato viene e inizia a parlare con te lamentandosi della Italia dicendo che andrà... https://t.co/kCisD5V5Ug		no	no	no	no	no	0
803907507743838209	«Non lasciamoli al freddo»Un appello per i profughialla sindaca di Roma https://t.co/jxGfwBj8nX		no	no	no	no	no	0
839493220765663232	L'offerta dell'Italia per attirare gli stranieri ricchi: 100mila euro e sei a posto col Fisco https://t.co/0xqBPnZjC8		no	no	no	no	no	0
817780001697398784	Oggi ai giardini della stazione non c'erano migranti o extracomunitari che dir si voglia , dovrebbe nevicare più spesso.		no	no	no	yes	yes	0
791589345182572548	Oltre 90 migranti dispersi al largo della Libia (askanews) https://t.co/1PrglbhT2E https://t.co/DLBkgc8qNJ		no	no	no	no	no	0
854361089798275075	Ormai in questo paese si fanno solo indagini! Intanto tutto crolla! I migranti ci stanno invadendo! I medici litiga… https://t.co/zJtTIE1SUp		no	no	no	no	no	0
814636091735212032	La #meningite che sta colpendo l'Italia è molto diffusa nell'Africa centrale. L'immigrazione e l'accoglienza funzionano come arma biologica.		no	no	no	no	no	0
791906116905136128	@rosabta @NataSono @pa_tere @itsdede @dopiot E lo dimostrano tutte le "proteste" dei "fratelli migranti"...in tutta Italia.		no	no	no	no	no	0
820928021406384129	Trump: Restrizioni per gli europei che viaggiano in America e critiche alla politica della Merkel sulle immigrazioni https://t.co/VUXemH8nxw		no	no	no	no	no	0
812247983458844672	@nickyangeli il fatto è che le frontiere sono già super controllate per i profughi.		no	no	no	no	no	0
800281065671622656	@infenjisvarms @FandomSegreti  *Milano è la città ideale per gli artisti stranieri per fare promo/eventi/concerti		no	no	no	no	no	0
784810704410992641	#Roma sgomberato @BaobabExp ora #migranti a #SanLorenzo sotto chiesa #verano #giubileo #Misericordia @Pontifex_it https://t.co/UcaJBRtQvi		no	no	no	no	no	0
829055611480502274	#iussoli per i figli di immigrati nati in Italia. Perché non debbano più aspettare 18 anni per ottenere questo stat… https://t.co/RzleqVmFaE		no	no	no	no	no	0
802665530826092544	@surbabyor è esclusivamente per stranieri a quanto ho capito		no	no	no	no	no	0
799556001536077824	.@BOOKCITYMILANO @angeloscola : «Pronti a collaborare alla convocazione di Stati generali sull’immigrazione»… https://t.co/cMCQHN2UQk		no	no	no	no	no	0
791967368775766020	#immigrazionelazio @Cuccello seg. gen. @Cisl_Lazio/CISL scuola importante per abbattere le barriere culturali https://t.co/BTZtQLH5gY		no	no	no	no	no	0
806874286896148480	@3ozero ius soli, profughi, richiedenti asilo, in quel tutti ci stanno di diritto...per iniziare		no	no	no	no	yes	0
817442150203932674	Giunta Raggi infame con i migranti. La dimostrazione del fascismo e del razzismo. Disonore per Roma. https://t.co/UTe4RzrY9E		no	no	no	no	no	0
785872355268624384	– Lavoratori stranieri producono 127 miliardi di ricchezza in Italia https://t.co/8Uef17l4g5		no	no	no	no	no	0
826885153272242176	@robertosaviano in Italia abbiamo tutto e tutti ma arriverà un migrante che sarà uguale o peggio di Salvini e ti farà il culo. E' statistica		no	no	no	no	no	0
802826307688009729	Si salvi chi può In arrivo a Roma altri 8000 migranti - Il Tempo #CalcioASRoma https://t.co/HHZw52mvqD		yes	no	no	no	no	2
836251704077258753	@News24_it  e quello rompe il cazzo con i vitalizi, quando i problemi della gente  sono altri, il lavoro, l'euro, le tasse, i migranti..		no	strong	strong	no	yes	0
815835599273803777	Nuovo attacco sferrato da Forza Nuova Puglia al dibattuto tema dell'immigrazione, mettendo in guardia la... https://t.co/zwrgvaa4pz		no	no	no	no	no	0
847182367441780737	@LaGabbiaTw se tutti rimpatriassero gli stranieri che delinquono allora quante migliaia di italiani dovrebbero ritornare		no	no	no	no	yes	0
856871816912134145	Infatti te e il pd ci avete fatto invadere da migranti e mussulmani gran bel risultato chi è morto per questo si sta rivoltando nella tomba		yes	weak	weak	no	yes	1
847507638636077057	@roccoscozzarell Gli immigrati in italia vivono a gratis mantenuti.. da italiani perseguitati da tasse da usura.		yes	no	no	no	no	2
804286429048295424	"Quanti sono i migranti che arrivano in l'Italia? DOM 04/12 alle 0:45am e LUN 05/12 all'1,50am @RaiDue… https://t.co/YI2i91Ut2J		no	no	no	no	yes	0
802148760478486528	Allah ci guiderà nella vendetta': gli immigrati minacciano l'Italia https://t.co/PV98VH4iij 1 SENTITO GRAZIE A SINISTRA E BUONISTI...		yes	no	no	no	no	2
783659386900189184	@giubberosse è strano come molti fautori del voto a stranieri, dicano NO a un senato indirett. eletto anche da comunitari		no	no	no	no	no	0
820992349065056256	La Caritas della Sardegna: i migranti risorsa per l’economia  https://t.co/rZjhYEwMEr via @lanuovasardegna		no	no	no	no	no	0
823201395671232512	Dopo le orge con i profughi il prete che sposa i gay: Don Gender https://t.co/oW1GZVLkd9		no	no	strong	no	no	0
821810109030563842	#Gentiloni vergognoso...  #migranti #terremoto https://t.co/NeQXbNnFGn		no	weak	weak	no	no	0
801753844271161345	Ciracì ancora all'attacco sui migranti: "Business coperto da falso buonismo" https://t.co/ZjCVnPdj56 #Brindisi #News #PugliaLink		no	no	no	no	no	0
791046414348521480	Anche ieri salvati 2.200 #migranti nel #Mediterraneo, in 21 diverse operazioni di #soccorso della nostra Guardia co… https://t.co/Ewt8iPSG9y		no	no	no	no	no	0
832935339467608065	@COISPpolizia perfetto, non sono profughi e si sa da subito, inutile far fare trafile strane a chi già sappiamo non aver diritto.		no	no	no	no	no	0
817063593313267712	@robertosaviano  il buon @matteosalvinimi applaudirà alla #Camorra  unica difesa contro i #migranti		no	no	no	yes	no	0
807118955076841472	#migranti @matteosalvinimi ECCOLA CHE VA SCUSARSI! a scuola si usava l'acronimo "C.V.D." overo "Come Volevasi Dimos… https://t.co/AcnShXADjs		no	no	no	no	no	0
799960221380644864	Esercito a Milano, altri 150 militari. Alfano Qui non arriveranno più altri migranti (Milano Fanpage)… https://t.co/j0dIjFSTxF		no	no	no	no	no	0
792263017329287169	@gianrollandi @straditeresa eh già alla fine si'sta meglio qui' senza filo spinato cariche di polizia ai migranti brutti sporchi e cattivi..		no	no	no	yes	no	0
842101110936596480	#dallavostraparte in svizzera tutti hanno le armi a casa date dallo stato e non ci sono quasi crimini MA in svizzera NON entrano immigrati		yes	no	weak	no	yes	1
784287260015341568	Investire sugli immigrati non è solo la cosa giusta da fare, ma anche quella  ... - https://t.co/n1xUnGRD1R https://t.co/E6NBEc1fJ5		no	no	no	no	no	0
787537210291740672	Renzi si inventa l'una tantum per chi accoglie più migranti: 2 milioni a Milano https://t.co/y6n5thFjua #Milano		no	no	no	no	no	0
8,08602E+17	«Non possiamo respingere i migranti» - Corriere della Sera https://t.co/QzitjENsbL #Padova #news		no	no	no	no	no	0
853250537734770688	"Boicotta i negozi stranieri". A Roma spuntano i manifesti... https://t.co/NSTBKd4OV7		yes	weak	weak	no	yes	1
785195573431377921	È stata una cerimonia bellissima e toccante. Vecchi, giovani, migranti. Grazie Leipzig ❤❤❤		no	no	no	no	no	0
786498908218359808	Sono un immigrato da 16 anni qui in Italia ho lavorato sempre pagando le tasse . perché non merito il rispetto dell… https://t.co/3SLODtMSsX		no	no	no	no	no	0
783220725394075648	#COISP: in mattinata sono previsti a Catania 1004 stranieri a bordo della nave Dattilo ...		no	no	no	no	no	0
791008714211942405	Purtroppo per quelle persone anche conoscere le loro storie non avrebbe fatto differenza. #Gorino #migranti #goro # https://t.co/5X37RVt7i8		no	no	no	no	no	0
826651365875281922	Così Obama anticipò Trump: bloccò tutti i migranti iracheni -... https://t.co/mFBom1Il3P		no	no	no	no	no	0
815994549202014208	@LegaNordPadania @ilpopulista_it com'è "l'aspetto straniero"? Attila l'Unno? Coi capelli di Trump? In Austria anche #Salvini è straniero.		no	no	no	no	no	0
826959943613964289	L'Italia va pulita dai migranti. Questa feccia umana non la vogliamo...w l'Italia!!		yes	strong	strong	no	yes	4
847206133899153408	“Il Made in Italy cresce con il lavoro degli stranieri” https://t.co/7auTGH3SBG		no	no	no	no	no	0
783033227082596352	@lucielibertad purtroppo lo sappiamo tutti,e anche loro..ma hanno un progetto da attuare! Ubbidiscono a ordini "stranieri"..noi siamo ZERO..		no	strong	no	no	yes	0
852789843809550338	Se qualcuno pensasse ancora che il @pdnetwork sia di sinistra  https://t.co/BEgWPHDmXk #decretoMinniti #migranti		no	no	no	no	no	0
827457372125814784	Ma #Salvini lo sa, lo capisce che un protezionista di una potenza straniera (peraltro mercato di sbocco dell'Italia) è un suo nemico? #Trump		no	no	no	no	no	0
804418128256126981	#dallavostraparte @angealfa il profugo #Bellofigo  che canta e istiga a rubare e a stuprare ospite questa sera e' da espellere dall'Italia.		yes	no	no	no	no	2
847177777606508545	Sempre a fare servizi strappa lacrime sugli immigrati,come se fossero tutti dei martiri. Quasi tutti criminali #gabbiaopen @matteosalvinimi		yes	no	no	no	yes	2
824944437654609920	ci si lamenta degli immigrati, e poi per strada c'è ancora gente ITALIANA che picchia un ragazzo perché gay..! fanculo merde!		no	weak	strong	yes	no	0
838354024835366913	@marinorsi Però non mettete al primo posto, in bella mostra, la vostra lotta alla mafia. Avete scelto l'immigrazione alla lotta alla mafia..		no	no	no	no	no	0
844894535213830144	@DjChiamaItalia @repubblicait la cosa ancora più bella è che in America danno nomi italiani mentre in Italia mettono nomi stranieri! 😅		no	no	no	no	yes	0
790486483870347264	@eziomauro @repubblicait e molti arriveranno in Italia quale 1° punto di approdo.Cornuti e mazziati. Basta #Renzi #alfano stop #immigrazione		yes	strong	no	yes	yes	2
799946371587538944	Alfano: 'Altri 150 militari a Milano, stop ai migranti' ANSA.it https://t.co/G6R7L7YCCw BUFFONE		no	no	strong	no	no	0
847854875224494080	Boldrini shock: "gli italiani ricevono le pensioni grazie agli immigrati"! https://t.co/BiupR3mcFg		no	no	no	no	no	0
828147092690452480	Un classico rinfrescato: CV, meglio. Grazie Valentina Missaglia Ninja Marketing #migrantidigitali https://t.co/GeOuS1yKRP		no	no	no	no	no	0
806264688434642948	Quanto mi piace, sul bus, sentire gli immigrati che parlano in bolognese. #BOLOGNA		no	no	no	no	no	0
846988081588789249	Gazzetta - Colpo di scena, uno straniero del Napoli verso l'azzurro della Nazionale italiana!  I DETTAGLI:... https://t.co/dNYQZ4OaHe		no	no	no	no	no	0
790640802070405120	Le verità scomode su migranti e lavoro https://t.co/atV1IoULrd via @pagina_99		no	no	no	no	yes	0
828786467891716096	#ultimenotizie #news #notizie: Usa, 16 Stati in tribunale contro decreto anti immigrazione di Trump. Ricorso anche https://t.co/9AM7AdjeMr		no	no	no	no	no	0
800806482904281088	@gdipadania mentono sapendo di mentire. Ormai lo sanno anche le pietre che lo scopo è la cresta sui soldi per gli immigrati.		no	no	no	no	no	0
791252838034862080	@matteosalvinimi prima chi vive in Italia e paga le tasse come milioni di immigrati che lavorano e sono privi di diritti civili		no	no	no	no	no	0
792373120816513024	Il Popolo italiano deve rassegnarsi all'immigrazione selvaggia e attrezzarsi per lasciare in massa l'Italia per far posto agli immigrati.		yes	weak	no	yes	yes	1
791599001065881601	Barricate anti-migranti: mai barricate contro le infiltrazioni mafiose - AgoraVox Italia #expo2015 https://t.co/dKLUW3cDUP		no	no	no	yes	no	0
839153812929671168	Conviene aprire campi profughi in Libia farli proteggere dalla Legione Straniera dotarli di personale medico parame… https://t.co/ujfY3Mily0		no	no	no	no	no	0
786586445079248896	I migranti dell'Hotel Excelsior: Dall'Italia pretendiamo di pi&amp;ugrave; #Generale https://t.co/VL0kdrQC8Q		no	no	no	no	no	0
790722667892580353	@contechristino immigrata, sudamericana che non sa fare le pulizie e tanto altro		no	no	no	no	no	0
822821220072718336	Gran Sasso, bufera sulla kyenge: “solidarietà anche ai migranti che sono... https://t.co/cke1ZSQ8RZ		no	no	no	no	no	0
787237390658273281	Questa è #roma in mano ad #immigrati #clandestini e clan @virginiaraggi  @a_meluzzi @matteosalvinimi @GiorgiaMeloni https://t.co/4KZmJXzGuF		yes	weak	no	no	yes	1
821056358283902977	@investigator113 altro che profughi? sono zavorre e tutti uomini		yes	weak	strong	no	yes	3
826340885403140096	Wedding Tourism: gli stranieri scelgono l’Italia per il fatidico “sì”.  https://t.co/yFRIa8O3Dp https://t.co/AdX9cS3fvC		no	no	no	no	no	0
851755681053110274	Monumento alla solidarietà tra uomini di mare... e migrantes... https://t.co/CsoPlpqrwy		no	no	no	no	no	0
843669184114581504	Boom di migranti nel Canale di Sicilia: soccorse 1500 persone @LaStampa https://t.co/O5pGR9VJJw		no	no	no	no	no	0
784073221675085824	Esportiamo cervelli, importiamo immigranti. Questa Italia con questo Governo è senza futuro. A dicembre votiamo No… https://t.co/53OHIpvbVA		yes	weak	no	yes	yes	1
849275614439911424	Poeti genovesi cantano per i profughi al Festival Internazionale di Poesia di Milano - Telenord https://t.co/8hZDtiLDIa #DT #poesia		no	no	no	no	no	0
835981012089913347	Insomma per fare le iene bisogna essere pro droghe, pro immigrati e pro eutanasia #leiene		no	no	no	no	no	0
